"employee_row_id","eeid","full_name","job_title","department","business_unit","gender","ethnicity","age","hire_date","tenure_years","annual_salary","salary_band","bonus_pct","bonus_amount","country","city","is_duplicate_eeid"
950,"E01638","Elizabeth Huang","Analyst","Finance","Speciality Products","Female","Asian",62,"2002-09-20 00:00:00",23.8,49738,"Medium",0.0,0.0,"China","Beijing",True
951,"E00671","Miles Cho","Systems Analyst","IT","Speciality Products","Male","Asian",47,"1999-03-10 00:00:00",27.4,49404,"Medium",0.0,0.0,"China","Beijing",True
952,"E03223","Ethan Joseph","IT Coordinator","IT","Research & Development","Male","Caucasian",45,"2018-05-28 00:00:00",8.1,49219,"Medium",0.0,0.0,"United States","Columbus",False
953,"E04386","Cameron Powell","Business Partner","Human Resources","Manufacturing","Male","Black",41,"2004-08-20 00:00:00",21.9,49186,"Medium",0.0,0.0,"United States","Austin",False
954,"E03247","Caroline Jenkins","Analyst","Finance","Research & Development","Female","Caucasian",27,"2018-05-06 00:00:00",8.2,49011,"Medium",0.0,0.0,"United States","Chicago",True
955,"E03824","Penelope Coleman","Analyst","Finance","Corporate","Female","Black",36,"2021-08-27 00:00:00",4.9,48906,"Medium",0.0,0.0,"United States","Miami",True
956,"E03227","Eli Richardson","IT Coordinator","IT","Speciality Products","Male","Caucasian",38,"2015-04-19 00:00:00",11.2,48762,"Medium",0.0,0.0,"United States","Seattle",False
957,"E02062","Nora Santiago","Analyst","Accounting","Research & Development","Female","Latino",55,"1996-06-26 00:00:00",30.1,48687,"Medium",0.0,0.0,"Brazil","Rio de Janerio",False
958,"E03571","Lincoln Henderson","Business Partner","Human Resources","Speciality Products","Male","Caucasian",28,"2021-06-27 00:00:00",5.1,48510,"Medium",0.0,0.0,"United States","Chicago",False
959,"E04041","Clara Huynh","IT Coordinator","IT","Speciality Products","Female","Asian",39,"2020-11-18 00:00:00",5.7,48415,"Medium",0.0,0.0,"China","Shanghai",False
960,"E01516","Willow Mai","Business Partner","Human Resources","Manufacturing","Female","Asian",45,"2003-12-17 00:00:00",22.6,48345,"Medium",0.0,0.0,"China","Chengdu",False
961,"E03849","Evelyn Jung","Analyst","Sales","Research & Development","Female","Asian",30,"2021-02-14 00:00:00",5.4,48340,"Medium",0.0,0.0,"China","Beijing",True
962,"E01639","Everleigh Simmons","Analyst","Finance","Manufacturing","Female","Caucasian",55,"2021-04-16 00:00:00",5.3,48266,"Medium",0.0,0.0,"United States","Chicago",True
963,"E00951","Everly Lin","Business Partner","Human Resources","Manufacturing","Female","Asian",25,"2021-03-15 00:00:00",5.3,47974,"Medium",0.0,0.0,"China","Chongqing",False
964,"E00480","Hadley Yee","Business Partner","Human Resources","Speciality Products","Female","Asian",31,"2018-03-12 00:00:00",8.4,47913,"Medium",0.0,0.0,"United States","Seattle",False
965,"E01909","Lillian Khan","Analyst","Finance","Speciality Products","Female","Asian",44,"2010-05-31 00:00:00",16.1,47387,"Medium",0.0,0.0,"China","Chengdu",False
966,"E02044","Caroline Alexander","Business Partner","Human Resources","Manufacturing","Female","Black",42,"2020-09-18 00:00:00",5.8,47071,"Medium",0.0,0.0,"United States","Columbus",False
967,"E01148","Scarlett Kumar","Systems Analyst","IT","Corporate","Female","Asian",55,"2009-01-07 00:00:00",17.5,47032,"Medium",0.0,0.0,"United States","Columbus",False
968,"E02857","Valentina Davis","Analyst","Sales","Speciality Products","Female","Caucasian",33,"2014-04-13 00:00:00",12.3,46878,"Medium",0.0,0.0,"United States","Miami",True
969,"E01466","Connor Vang","Analyst","Sales","Speciality Products","Male","Asian",25,"2021-07-28 00:00:00",5.0,46845,"Medium",0.0,0.0,"United States","Miami",False
970,"E02252","Lillian Park","Analyst","Marketing","Research & Development","Female","Asian",40,"2021-02-24 00:00:00",5.4,46833,"Medium",0.0,0.0,"China","Chengdu",False
971,"E00203","Julia Doan","Business Partner","Human Resources","Speciality Products","Female","Asian",53,"2017-09-07 00:00:00",8.9,46727,"Medium",0.0,0.0,"United States","Columbus",False
972,"E01981","Genesis Banks","Analyst","Finance","Corporate","Female","Caucasian",63,"2012-03-16 00:00:00",14.3,46081,"Medium",0.0,0.0,"United States","Chicago",False
973,"E00145","Kinsley Dixon","Analyst","Accounting","Manufacturing","Female","Caucasian",28,"2019-05-25 00:00:00",7.1,45819,"Medium",0.0,0.0,"United States","Miami",True
974,"E02639","Sebastian Le","Analyst","Finance","Corporate","Male","Asian",37,"2015-11-09 00:00:00",10.7,45369,"Medium",0.0,0.0,"China","Beijing",True
975,"E01264","Hazel Alvarez","Business Partner","Human Resources","Research & Development","Female","Latino",62,"2014-04-19 00:00:00",12.2,45295,"Medium",0.0,0.0,"Brazil","Sao Paulo",False
976,"E03455","Hadley Ford","Systems Analyst","IT","Research & Development","Female","Caucasian",52,"2005-02-23 00:00:00",21.4,45286,"Medium",0.0,0.0,"United States","Chicago",False
977,"E02562","Christian Medina","Analyst","Marketing","Corporate","Male","Latino",51,"2007-06-19 00:00:00",19.1,45206,"Medium",0.0,0.0,"United States","Columbus",False
978,"E03655","Samantha Rogers","Analyst","Marketing","Speciality Products","Female","Caucasian",28,"2020-01-17 00:00:00",6.5,45061,"Medium",0.0,0.0,"United States","Miami",False
979,"E01877","Abigail Garza","Analyst","Accounting","Manufacturing","Female","Latino",33,"2018-05-27 00:00:00",8.1,45049,"Medium",0.0,0.0,"United States","Seattle",False
980,"E01432","Peyton Garza","Systems Analyst","IT","Manufacturing","Female","Latino",53,"2004-08-15 00:00:00",21.9,44735,"Medium",0.0,0.0,"Brazil","Manaus",False
981,"E00568","Ian Vargas","Analyst","Sales","Manufacturing","Male","Latino",26,"2021-03-02 00:00:00",5.4,44732,"Medium",0.0,0.0,"Brazil","Rio de Janerio",True
982,"E00691","Avery Yee","Systems Analyst","IT","Manufacturing","Female","Asian",34,"2016-05-22 00:00:00",10.2,44614,"Medium",0.0,0.0,"United States","Miami",True
983,"E02531","Jameson Foster","Analyst","Marketing","Manufacturing","Male","Caucasian",28,"2021-07-18 00:00:00",5.0,43391,"Medium",0.0,0.0,"United States","Columbus",False
984,"E04601","Allison Ayala","Analyst","Finance","Corporate","Female","Latino",36,"2009-06-30 00:00:00",17.1,43363,"Medium",0.0,0.0,"United States","Austin",False
985,"E03461","Nathan Lau","Business Partner","Human Resources","Research & Development","Male","Asian",35,"2011-02-22 00:00:00",15.4,43336,"Medium",0.0,0.0,"United States","Austin",False
986,"E02798","Charles Henderson","Systems Analyst","IT","Speciality Products","Male","Caucasian",48,"2002-02-11 00:00:00",24.4,43080,"Medium",0.0,0.0,"United States","Austin",False
987,"E00403","Liliana Soto","Business Partner","Human Resources","Manufacturing","Female","Latino",58,"2010-10-12 00:00:00",15.8,43001,"Medium",0.0,0.0,"United States","Austin",False
988,"E02023","Maverick Mehta","Systems Analyst","IT","Manufacturing","Male","Asian",40,"2007-07-30 00:00:00",19.0,41859,"Medium",0.0,0.0,"United States","Seattle",False
989,"E01895","Gabriel Zhou","IT Coordinator","IT","Manufacturing","Male","Asian",25,"2021-01-17 00:00:00",5.5,41844,"Medium",0.0,0.0,"China","Chongqing",True
990,"E01388","Cooper Gupta","Business Partner","Human Resources","Speciality Products","Male","Asian",58,"2014-06-20 00:00:00",12.1,41728,"Medium",0.0,0.0,"China","Chongqing",True
991,"E01361","Emma Hill","IT Coordinator","IT","Manufacturing","Female","Caucasian",54,"2016-12-27 00:00:00",9.6,41673,"Medium",0.0,0.0,"United States","Miami",False
992,"E01832","Ezra Singh","Analyst","Finance","Manufacturing","Male","Asian",56,"2006-05-10 00:00:00",20.2,41561,"Medium",0.0,0.0,"United States","Austin",False
993,"E01895","Peyton Walker","Analyst","Marketing","Research & Development","Female","Caucasian",43,"2019-07-13 00:00:00",7.0,41545,"Medium",0.0,0.0,"United States","Miami",True
994,"E02183","Sarah Ayala","Analyst","Sales","Corporate","Female","Latino",47,"2015-06-09 00:00:00",11.1,41429,"Medium",0.0,0.0,"United States","Seattle",False
995,"E04332","Luke Martin","Analyst","Finance","Manufacturing","Male","Black",25,"2020-05-16 00:00:00",6.2,41336,"Medium",0.0,0.0,"United States","Miami",True
996,"E02732","Alice Tran","Analyst","Marketing","Corporate","Female","Asian",39,"2014-07-29 00:00:00",12.0,40897,"Medium",0.0,0.0,"United States","Seattle",False
997,"E03719","Jack Brown","Analyst","Marketing","Corporate","Male","Caucasian",55,"2004-12-07 00:00:00",21.6,40752,"Medium",0.0,0.0,"United States","Phoenix",False
998,"E00862","Levi Moreno","Systems Analyst","IT","Research & Development","Male","Latino",64,"2020-06-27 00:00:00",6.1,40316,"Medium",0.0,0.0,"Brazil","Manaus",False
999,"E04109","Leah Bryant","IT Coordinator","IT","Manufacturing","Female","Caucasian",55,"2004-04-30 00:00:00",22.2,40124,"Medium",0.0,0.0,"United States","Austin",False
1000,"E03928","Miles Dang","IT Coordinator","IT","Speciality Products","Male","Asian",61,"2000-09-24 00:00:00",25.8,40063,"Medium",0.0,0.0,"United States","Miami",False
